id;var2;LIST2008;LIST2009;LIST2010;var1;LIST2011;var0;LIST2012;IMG;tipomattess;BARCODE;codice;DESCRIZIONE;codcli;DESCRIZIONE IN INGLESE;COLOUR ;FABRICGLASS;dimCm.;VolM3;pzximb;imballoCm;for2012usd;fob2012eur; 30cbm ; 68cbm ;qxc;;Trasp.;DAZI USD;list2011calc;compreso2011;pesoKg;pesoimgKg;FORNITORE;fob2008USD;fob2009USD;fob2009EUR;fob2010USD;fob2010EUR;inctrasp
60;2,28;837;904,5;904,5;-2,23;925,1;11,84;827,2;;POLIESTERE WATER PROOF;;50321;DIVANO 3 POSTI ALASSIO COLOR BIANCO ;;SOFA (Three seat) Aluminium frame & full PE wicker cover with 5 cm waterproof cushion AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION:WATER PROOF, WITH ZIPPER; FABRIC TORTORA A14203;160x72x88;1,875;2;175x94x114;159,5;117,28;32;73;74;69;81,08;;827,16;198,36;;;OTION;;;;;;40,88
61;-0,46;359,6;388,7;366,6;-5,25;386,9;-1,1;391,2;;POLIESTERE WATER PROOF;;50331;POLTRONA ALASSIO COLOR BIANCO ;;Single Sofa Aluminium frame & full PE wicker cover with 5 cm waterproof cushion AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION:WATER PROOF, WITH ZIPPER; FABRIC TORTORA A14203;60x72x88 ;0,803;2;75x94x114;72,1;53,01;75;169;169;161;35,5;;391,25;88,52;;;OTION;;;;;;40,11
62; ;;;511,4;;466,1;2,44;455;;;;50339;LETTINO ALASSIO COLOR SPECIAL BROWN;GB08;Lounge, alu frame, wicker woven,;1044 (HIGH QUALITY);;67X200X35;0,16;1;72x11x203;108,7;79,93;188;425;425;404;16,47;;454,99;96,4;;;OTION;;;;105,53;75,38;17,09
63;-5,62;507,7;544,7;561,8;9,28;514,1;-7,05;553,1;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50340;LETTINO CON BRACCIOLI ALASSIO COLOR SPECIAL BROWN;GB-01;Lounge Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);;76x205x68 ;3,375;10;180x75x250;112;82,35;89;201;201;191;34,83;;553,08;117,18;;;OTION;;108,1;73,04;97,3;69,5;29,72
64; ;;;511,4;;466,1;2,44;455;;;;50341;LETTINO ALASSIO COLOR BIANCO;GB08;Lounge, alu frame, wicker woven,;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;67X200X35;0,16;1;72x11x203;108,7;79,93;188;425;425;404;16,47;;454,99;96,4;;;OTION;;;;105,53;75,38;17,09
65;1,81;483,8;509,4;509,4;-1,77;518,6;2,82;504,4;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50360;CHAISE LONGUE ALASSIO COLOR SPECIAL BROWN;GB-19;Leisure Aluminium frame & full PE wicker cover;1044 (HIGH QUALITY);;170x69x88;3,325;15;190x70x250;111,3;81,84;135;307;307;291;22,8;;504,36;104,64;;;OTION;;120,08;81,14;108,2;305,29;21,79
66; ;;;509,4;-1,77;518,6;2,82;504,4;;STRUTTURA ALLUMINIO + TECNO RATTAN ;;50361;CHAISE LONGUE ALASSIO COLOR BIANCO;GB-19;Leisure Aluminium frame & full PE wicker cover;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;170x69x88;3,325;15;190x70x250;111,3;81,84;135;307;307;291;22,8;;504,36;104,64;;;OTION;;120,08;81,14;108,2;77,29;21,79
67; ;;;1537,6;;1722,7;0,74;1710;;;;50510;DIVANO 3 POSTI RODI COLOR SPECIAL BROWN;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;252;185,29;20;46;46;44;152,17;;1709,95;337,47;;;OTION;;;;244,2;174,43;45,09
68; ;;;1537,6;;1722,7;0,74;1710;;;;50511;DIVANO 3 POSTI RODI COLOR BIANCO;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;233x90x66;1,47;1;235x92x68;252;185,29;20;46;46;44;152,17;;1709,95;337,47;;;OTION;;;;244,2;174,43;45,09
69; ;;;;;;;;;;;50512;DIVANO 3 POSTI RODI COLOR BAMBOO;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;252;185,29;20;46;46;;152,17;;1709,95;337,47;;;OTION;;;;;;45,09
70; ;;;;;;;2071,3;;;;50513;DIVANO 3 POSTI RODI COLOR SPECIAL BROWN TONDO;GS-6468;3 seater sofa 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER 4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;233x90x66;1,47;1;235x92x68;349;256,62;;;46; - ;152,17;;2071,35;408,79;;;OTION;;;;;;37,23
71; ;;;1058,6;;1191,3;1,04;1179;;;;50505;DIVANO 2 POSTI RODI COLOR SPECIAL BROWN;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;172;126,47;29;65;65;62;107,69;;1179,01;234,16;;;OTION;;;;167;119,29;45,99
72; ;;;1058,6;;1191,3;1,04;1179;;;;50506;DIVANO 2 POSTI RODI COLOR BIANCO;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;165x90x66;1,044;1;167x92x68;172;126,47;29;65;65;62;107,69;;1179,01;234,16;;;OTION;;;;167;119,29;45,99
73; ;;;;;;;1179;;;;50507;DIVANO 2 POSTI RODI COLOR BAMBOO;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;172;126,47;29;65;65;;107,69;;1179,01;234,16;;;OTION;;;;;;45,99
74; ;;;;;;;1434,5;;;;50508;DIVANO 2 POSTI RODI COLOR SPECIAL BROWN TONDO;GS-6467;2 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER d. 4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;165x90x66;1,044;1;167x92x68;241;177,21;;;65; - ;107,69;;1434,46;284,9;;;OTION;;;;;;37,8
75; ;;;647,8;;724;1,5;713,3;;;;50500;POLTRONA RODI COLOR SPECIAL BROWN;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;112;82,35;53;120;120;114;58,33;;713,28;140,69;;;OTION;;;;112;80;41,46
76; ;;;647,8;;724;1,5;713,3;;;;50501;POLTRONA RODI COLOR BIANCO;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;86x90x66;0,565;1;88x92x68;112;82,35;53;120;120;114;58,33;;713,28;140,69;;;OTION;;;;112;80;41,46
77; ;;;;;;;713,3;;;;50502;POLTRONA RODI COLOR BAMBOO;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;112;82,35;53;120;120;;58,33;;713,28;140,69;;;OTION;;;;;;41,46
78; ;;;;;;;910,9;;;;50503;POLTRONA RODI COLORSPECIAL BROWN TONDO;GS-6466;1 seater sofa, 14 cm armrest and backrest, 30 cm seat height with cushion, 304# SS feet, with 12 cm cushion and 10 backrest cushion;AGO Y500 ROUND WICKER d. 4 MM 3 YEARS WARRANTY;CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;86x90x66;0,565;1;88x92x68;165;121,32;53;120;120;114;58,33;;910,86;179,66;;;OTION;;;;;;32,47
79; ;;;400,3;;427,4;-4,81;449;;;;50515;TAVOLINO RODI COLOR SPECIAL BROWN CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;1044 (HIGH QUALITY);5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;61,35;97;220;220;209;31,82;2,43;449,05;93,16;18;;OTION;;;;75,8;55,88;34,15
80; ;;;400,3;;427,4;-4,81;449;;;;50516;TAVOLINO RODI COLOR BIANCO CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;61,35;97;220;220;209;31,82;2,43;449,05;93,16;18;;OTION;;;;75,8;55,88;34,15
81; ;;;;;;;;;;;50517;TAVOLINO RODI COLOR BAMBOO CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;81;61,35;97;220;220;;31,82;2,43;449,05;93,16;;;OTION;;;;;;34,15
82; ;;;;;;;;;;;50518;TAVOLINO RODI COLOR SPECIAL BROWN TONDO CM 121X70X32 H ;GT-6465;coffee table with 5mm tempered glass, 304# SS feet;AGO Y500 ROUND WICKER d. 4 MM 3 YEARS WARRANTY;5 MM TEMPERED CLEAR GLASS;121x70x32;0,309;1;123x72x35;119;90,13;97;220;220;209;31,82;3,57;587,77;121,94;;;OTION;;;;;;26,09
83; ;;;;;;;661,7;;;;50525;POLTRONA ANGOLARE RODI COLOR SPECIAL BROWN ;;90x90 cm corner sofa, with 14cm armrest, SS feet,12cm seat cushion and 10 cm backcushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLORCRU A13815;;0,824;2;107X107X72;129;94,85;73;165;165;157;42,42;;661,68;137,28;;;OTION;;;;;;0
84; ;;;;;;;661,7;;;;50526;POLTRONA ANGOLARE RODI COLOR BIANCO ;;90x90 cm corner sofa, with 14cm armrest, SS feet,12cm seat cushion and 10 cm backcushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;;0,824;2;107X107X72;129;94,85;73;165;165;157;42,42;;661,68;137,28;;;OTION;;;;;;0
85; ;;;;;;;526,9;;;;50530;POLTRONA DIRITTA RODI COLOR SPECIAL BROWN;;75x90 cm straight sofa, with 14cm backrest, SS feet, 12cm seat cushion and 10 cm backcushion;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;75X90X79;0,617;2;77X107X75;105,4;77,5;97;220;220;209;31,82;;526,91;109,32;;;OTION;;;;;;0
86; ;;;;;;;526,9;;;;50531;POLTRONA DIRITTA RODI COLOR BIANCO;;75x90 cm straight sofa, with 14cm backrest, SS feet, 12cm seat cushion and 10 cm backcushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206;75X90X76;0,617;2;77X107X75;105,4;77,5;97;220;220;209;31,82;;526,91;109,32;;;OTION;;;;;;0
87; ;;;;;;;498,7;;;;50535; SOFA'/TAVOLINO RODI COLOR SPECIAL BROWN CM 90X90X30 H;;90x90 cm ottoman or coffee table, with 5mm glass and 15cm cushion;1044 (HIGH QUALITY);CLEAR TEMPERED GLASS  CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815; ;0,294;1;93x93x34;96,6;73,16;102;231;231;220;30,3;2,9;498,69;103,46;;;OTION;;;;;;0
88; ;;;;;;;498,7;;;;50536; SOFA'/TAVOLINO RODI COLOR BIANCO CM 90X90X30 H;;90x90 cm ottoman or coffee table, with 5mm glass and 15cm cushion;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;CLEAR TEMPERED GLASS CUSHION WITH ZIPPER, FABRIC COLOR BLACK A14206; ;0,294;1;93x93x34;96,6;73,16;102;231;231;220;30,3;2,9;498,69;103,46;;;OTION;;;;;0;0
89; ;;;;;;;534,1;;;;50380;POLTRONA ANGOLARE ALASSIO COLOR SPECIAL BROWN ;; corner seat sofa with seat, 10 cm cushion and 8 cm backcushionwith zipper ;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;76x76x73 ;0,777;2;90x80x108;96,3;70,81;77;175;175;166;40;;534,1;110,81;;;OTION;;;;;;0
90; ;;;;;;;418,6;;;;50385;POLTRONA DIRITTA ALASSIO COLOR SPECIAL BROWN ;;middle seat sofa with 10 cm cushion and 8 cm backcushionwith zipper;1044 (HIGH QUALITY);CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;76x66x73 ;0,589;2;78x70x108;76,9;56,54;102;231;231;219;30,3;;418,6;86,85;;;OTION;;;;;;0
91; ;;;;;;;355,5;;;;50390;SOFA'/TAVOLINO ALASSIO COLOR SPECIAL BROWN CM 76X76X32 H ;; ottoman with both 10 cm cushion with zipper and temepered clear glass ;1044 (HIGH QUALITY);TEMPERED CLEAR GLASS CUSHION WITH ZIPPER, FABRIC COLOR ECRU A13815;76x76x32;0,224;1;79x79x36;69;50,74;134;304;304;288;23,03;;355,53;73,76;;;OTION;;;;;0;0
92; ;;;;;;;171,2;;;;50400;SEDIA RODI COLOR SPECIAL BROWN;GS-7023;Dining Chair without armrest without cushion and with aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;;50x57x89;1,32;22;100x55x240;39,9;29,34;500;1133;1133;1077;6,18;;171,19;35,52;;;OTION;;;;;;0
93; ;;;;;;;171,2;;;;50401;SEDIA RODI COLOR BIANCO;GS-7023;Dining Chair without armrest without cushion and with aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;50x57x89;1,32;22;100x55x240;39,9;29,34;500;1133;1133;1077;6,18;;171,19;35,52;;;OTION;;;;;;0
94; ;;;;;;;195,2;;;;50420;SEDIA CON BRACCIOLI RODI COLOR SPECIAL BROWN;GS-7022;Dining chair WITH armrest without cushion and with aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;;56x57x89;1,638;20;105x60x260;43,6;32,06;366;830;830;789;8,43;;195,17;40,49;;;OTION;;;;;;0
95; ;;;;;;;195,2;;;;50421;SEDIA CON BRACCIOLI RODI COLOR BIANCO;GS-7022;Dining chair WITH armrest without cushion and with aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;;56x57x89;1,638;20;105x60x260;43,6;32,06;366;830;830;789;8,43;;195,17;40,49;;;OTION;;;;;;0
96; ;;;;;;;388,8;;;;50450;TAVOLO QUADRO RODI PIANO IN VETRO COLOR SPECIAL BROWN CM 80X80X75 H ;GT-27071;80x80x75cm dining table, KD, with 5 mm glass top and aluminium feet;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;TEMPERED SMOKED GLASS;80x80x75;0,0706;1;82X82X10,5;96,9;73,39;425;963;963;915;7,27;2,91;388,76;80,66;;;OTION;;;;;;0
97; ;;;;;;;388,8;;;;50451;TAVOLO QUADRO RODI PIANO IN VETRO COLOR BIANCO CM 80X80X75 H ;GT-27071;80x80x75cm dining table, KD, with 5 mm glass top and aluminium feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;FROZEN GLASS;80x80x75;0,0706;1;82X82X10,5;96,9;73,39;425;963;963;915;7,27;2,91;388,76;80,66;;;OTION;;;;;;0
98; ;;;;;;;1086,1;;;;50655;SET HAPPY HOUR RODI COLOR SPECIAL BROWN ;GT-5089/GS3079;Bar set, table size is 74x74x110cm, with 5mm glass top 4 bar stool, 33x33x76cm, alu protection on the legs and on the feet;1044 (HIGH QUALITY);TEMPERED SMOKED GLASS;;0,63;1;75x75x112;218,3;160,51;48;108;108;103;64,81;;1086,09;225,33;;;OTION;;;;;;0
99; ;;;;;;;1086,1;;;;50656;SET HAPPY HOUR RODI COLOR BIANCO;GT-5089/GS3079;Bar set, table size is 74x74x110cm, with 5mm glass top 4 bar stool, 33x33x76cm, alu protection on the legs and on the feet;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;FROZEN GLASS;;0,63;1;75x75x112;218,3;160,51;48;108;108;103;64,81;;1086,09;225,33;;;OTION;;;;;;0
100; ;;;;;;;;;;;50236;TAVOLO QUADRO ALASSIO COLOR SPECIAL BROWN CM 150X150X75 H ;GT-27071H;Square Table ;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;TEAK TOP;150x150x75;0,23;1;152X152X10;;;;;;;;;;;;;OTION;;;;;;0
101; ;;;;;;;;;;;50237;TAVOLO QUADRO ALASSIO COLOR BIANCO CM 150X150X75 H ;GT-27071H;Square Table ;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;TEAK TOP;150x150x75;0,23;1;152X152X10;;;;;;;;;;;;;OTION;;;;;;0
102; ;;;;;;;;;;;50243;TAVOLO QUADRO ALASSIO COLOR SPECIAL BROWN CM 80X80X75 H;GT-27071;Square Table?TEAK TOP;;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;80x80x75;0,07;1;82X82X10;;;;;;;;;;;;;OTION;;;;;;0
103; ;;;;;;;;;;;50244;TAVOLO QUADRO ALASSIO COLOR BIANCO CM 80X80X75 H;GT-27071;Square Table?TEAK TOP;;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;80X80x75;0,07;1;82X82X10;;;;;;;;;;;;;OTION;;;;;;0
104; ;;;;;;;407,3;;;;50246;TAVOLO QUADRO ALASSIO PIANO IN MARMO COLOR SPECIAL BROWN CM 80X80X75 H;GT-27071-M;Square Table?with 3CM marble top with alu protection at the bottom of the legs;Emperador dark, with whole board;1044 (BEST QUALITY AGO 5000-6000 HOURS) EMPERADOR DARK WHOLE BOARD;80x80x75;0,0886;1;82x82x10,5 33x8x70;102,5;75,37;339;767;767;729;9,13;;407,26;84,49;;;OTION;;;;;;0
105; ;;;;;;;407,3;;;;50247;TAVOLO QUADRO ALASSIO PIANO IN MARMO COLOR BIANCO CM 80X80X75 H;GT-27071-M;Square Tablewith 3CM marble top with alu protection at the bottom of the legs;White jazz, with whole board;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) WHITE JAZZ WHOLE BOARD;80X80x75;0,0886;1;82x82x10,5 33x8x70;102,5;75,37;339;767;767;729;9,13;;407,26;84,49;;;OTION;;;;;;0
106; ;;;;;;;773,7;;;;50268;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR SPECIAL BROWN CM 150X90X75 H ;GT-27071-M;RectangularTable with 3CM marble top;Emperador dark, with whole board;1044 (BEST QUALITY AGO 5000-6000 HOURS) EMPERADOR DARK WHOLE BOARD;150X90X75;0,165;1;152x92x10,5 33x8x70;195,2;143,53;182;412;412;392;16,99;;773,7;160,52;;;OTION;;;;;;0
107; ;;;;;;;773,7;;;;50269;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR BIANCO CM 150X90X75 H ;GT-27071-M;Rectangular Table with 3CM marble top;White jazz, with whole board;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) WHITE JAZZ WHOLE BOARD;150X90X75;0,165;1;152x92x10,5 33x8x70;195,2;143,53;182;412;412;392;16,99;;773,7;160,52;;;OTION;;;;;;0
108; ;;;;;;;1124,7;;;;50240;TAVOLO QUADRO ALASSIO PIANO IN MARMO COLOR SPECIAL BROWN CM 150X150X75 H ;GT-27071-M;Square Table with 3CM marble top;Emperador dark, with whole board;1044 (BEST QUALITY AGO 5000-6000 HOURS) EMPERADOR DARK WHOLE BOARD;150x150x75;0,26;1;152X152X10,5 33x8x70;281;206,62;115;262;262;248;26,72;;1124,68;233,34;;;OTION;;;;;;0
109; ;;;;;;;1221,8;;;;50241;TAVOLO QUADRO ALASSIO PIANO IN MARMO COLOR BIANCO CM 150X150X75 H ;GT-27071-M;Square Table with 3CM marble top;White jazz, with whole board;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;150x150x75;0,26;1;152X152X10,5 33x8x70;308,4;226,76;115;262;262;248;26,72;;1221,78;253,48;;;OTION;;;;;;0
110; ;;;;;;;1032,8;;;;50273;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR SPECIAL BROWN CM 200X100X75 H ;GT-27071-M;Rectangular Table with 3CM marble top;Emperador dark, with whole board;1044 (BEST QUALITY AGO 5000-6000 HOURS) EMPERADOR DARK WHOLE BOARD;200x100x75;0,234;1;202X102X10,5 33x8x70;258,7;190,22;128;291;291;276;24,05;;1032,81;214,28;;;OTION;;;;;;0
111; ;;;;;;;1116,4;;;;50274;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR BIANCO CM 200X100X75 H ;GT-27071-M;Rectangular Table with 3CM marble top;White jazz, with whole board;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) WHITE JAZZ WHOLE BOARD;200x100x75;0,234;1;202X102X10,5 33x8x70;282,3;207,57;128;291;291;276;24,05;;1116,45;231,63;;;OTION;;;;;;0
112; ;;;;;;;1333,7;;;;50278;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR SPECIAL BROWN CM 240X110X75 H ;GT-27071-M;Rectangular Table with 3CM marble top;Emperador dark, with whole board;1044 (BEST QUALITY AGO 5000-6000 HOURS) EMPERADOR DARK WHOLE BOARD;240x110x75;0,302;1;242X112X10,5 33x8x70;334;245,59;99;225;225;214;31,11;;1333,69;276,7;;;OTION;;;;;;0
113; ;;;;;;;1448,5;;;;50279;TAVOLO RETT. ALASSIO PIANO IN MARMO COLOR BIANCO CM 240X110 ;GT-27071-M;Rectangular Table with 3CM marble top;White jazz, with whole board;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;240x110x75;0,302;1;242X112X10,5 33x8x70;366,4;269,41;99;225;225;214;31,11;;1448,52;300,52;;;OTION;;;;;;0
114; ;;;;;;;151;;;;34170;FIORIERA QUADRA VERBENA COLOR SPECIAL BROWN CM 40X40 X35 H ;;Square flower pot, 40x40x35cm, with REMOVABLE galvanized iron bucket.;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,065;1;42x42x37;33,5;24,63;462;1046;1046;994;6,69;;150,98;31,32;;;OTION;;;;;;0
115; ;;;;;;;151;;;;34171;FIORIERA QUADRA VERBENA COLOR BIANCO CM 40X40X35 H ;;Square flower pot, 40x40x35cm, with REMOVABLE galvanized iron bucket.;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,065;1;42x42x37;33,5;24,63;462;1046;1046;994;6,69;;150,98;31,32;;;OTION;;;;;;0
116; ;;;;;;;202,1;;;;34180;FIORIERA QUADRA VERBENA COLOR SPECIAL BROWN CM 50X50X40 H;;Square flower pot, 50x50x40cm, with REMOVABLE galvanized iron bucket.;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,113;1;52x52x42;41,2;30,29;265;602;602;572;11,63;;202,06;41,92;;;OTION;;;;;;0
117; ;;;;;;;202,1;;;;34181;FIORIERA QUADRA VERBENA COLRO BIANCO CM 50X50X40 H ;;Square flower pot, 50x50x40cm, with REMOVABLE galvanized iron bucket.;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,113;1;52x52x42;41,2;30,29;265;602;602;572;11,63;;202,06;41,92;;;OTION;;;;;;0
118; ;;;;;;;300,5;;;;34210;FIORIERA RETTANGOLARE VERBENA COLOR SPECIAL BROWN CM 80X40X35 H ;;Rectangular flower pot, 80x40x35cm, with REMOVABLE galvanized iron bucket.;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,127;1;82x42x37;67;49,26;236;535;535;509;13,08;;300,52;62,35;;;OTION;;;;;;0
119; ;;;;;;;300,5;;;;34211;FIORIERA RETTANGOLARE VERBENA CM 80X40X35 H COLOR BIANCO;;Rectangular flower pot, 80x40x35cm, with REMOVABLE galvanized iron bucket.;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,127;1;82x42x37;67;49,26;236;535;535;509;13,08;;300,52;62,35;;;OTION;;;;;;0
120; ;;;;;;;383,9;;;;34220;FIORIERA RETT. VERBENA COLOR SPECIAL BROWN CM 100X50X40 ;;Rectangular flower pot, 100x50x40cm, with REMOVABLE galvanized iron bucket.;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,222;1;102x52x42;77,2;56,76;135;306;306;291;22,88;;383,87;79,64;;;OTION;;;;;;0
121; ;;;;;;;383,9;;;;34221;FIORIERA RETT. VERBENA COLOR BIANCO CM 100X50X40 ;;Rectangular flower pot, 100x50x40cm, with REMOVABLE galvanized iron bucket.;AWB 1322 8x1,5 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,222;1;102x52x42;77,2;56,76;135;306;306;291;22,88;;383,87;79,64;;;OTION;;;;;;0
122; ;;;;;;;204,5;;;;34250;FIORIERA QUADRA ALTA VERBENA CM 35X35 -25X25 X75 H COLOR SPECIAL BROWN; ;High square flower pot, upper size 35x35, bottom size 25x25, high 75cm.( 35x35x75cm). With galvanized iron bucket.;1044 (BEST QUALITY AGO 5000-6000 HOURS) ;Aluminum frame, flat wicker. REMOVABLE galvanized iron bucket, 2 handles. 1cm feet.; ;0,105;1;37x37x77;43;31,62;286;648;648;615;10,8;;204,46;42,42;;;OTION;;;;;;0
